Time,X Axis Acceleration,Y Axis Acceleration,Z Axis Acceleration,
0,0.291,0.019,0.925,0.9698798895
20,0.291,0.019,0.926,0.9708336624
50,0.291,0.019,0.926,0.9708336624
80,0.291,0.019,0.926,0.9708336624
100,0.291,0.019,0.926,0.9708336624
130,0.291,0.019,0.926,0.9708336624
150,0.292,0.019,0.926,0.9711338734
180,0.292,0.019,0.925,0.9701803956
210,0.292,0.019,0.925,0.9701803956
230,0.292,0.019,0.925,0.9701803956
260,0.292,0.02,0.924,0.9692471305
290,0.292,0.02,0.924,0.9692471305
310,0.292,0.02,0.924,0.9692471305
340,0.292,0.02,0.924,0.9692471305
360,0.292,0.02,0.924,0.9692471305
390,0.292,0.02,0.924,0.9692471305
420,0.292,0.019,0.924,0.9692270116
440,0.292,0.019,0.924,0.9692270116
470,0.292,0.019,0.924,0.9692270116
500,0.292,0.019,0.924,0.9692270116
520,0.292,0.019,0.924,0.9692270116
550,0.291,0.018,0.924,0.9689071163
570,0.291,0.018,0.923,0.9679535113
600,0.291,0.018,0.923,0.9679535113
630,0.291,0.019,0.923,0.9679726236
660,0.291,0.019,0.923,0.9679726236
680,0.291,0.019,0.923,0.9679726236
710,0.292,0.019,0.923,0.9682737216
730,0.292,0.019,0.923,0.9682737216
760,0.292,0.019,0.922,0.967320526
790,0.292,0.019,0.922,0.967320526
810,0.292,0.019,0.922,0.967320526
840,0.293,0.019,0.922,0.9676228604
860,0.293,0.019,0.922,0.9676228604
890,0.293,0.019,0.922,0.9676228604
920,0.292,0.019,0.922,0.967320526
940,0.292,0.019,0.922,0.967320526
970,0.292,0.02,0.922,0.9673406846
990,0.292,0.02,0.922,0.9673406846
1020,0.292,0.02,0.923,0.9682938604
1050,0.293,0.02,0.923,0.968595891
1070,0.293,0.02,0.923,0.968595891
1100,0.294,0.02,0.923,0.9688988595
1130,0.293,0.021,0.924,0.9695700078
1150,0.293,0.021,0.924,0.9695700078
1180,0.293,0.02,0.924,0.9695488642
1210,0.293,0.02,0.925,0.970501932
1230,0.293,0.02,0.925,0.970501932
1260,0.293,0.019,0.925,0.9704818391
1280,0.293,0.019,0.924,0.9695287515
1310,0.292,0.019,0.924,0.9692270116
1340,0.292,0.019,0.924,0.9692270116
1360,0.292,0.019,0.924,0.9692270116
1390,0.292,0.019,0.924,0.9692270116
1420,0.292,0.02,0.924,0.9692471305
1440,0.292,0.02,0.924,0.9692471305
1470,0.292,0.02,0.924,0.9692471305
1490,0.292,0.02,0.924,0.9692471305
1520,0.292,0.02,0.924,0.9692471305
1550,0.291,0.02,0.924,0.9689463349
1580,0.291,0.02,0.924,0.9689463349
1600,0.291,0.02,0.924,0.9689463349
1630,0.291,0.02,0.923,0.9679927686
1650,0.29,0.019,0.923,0.9676724652
1680,0.29,0.019,0.923,0.9676724652
1710,0.29,0.019,0.923,0.9676724652
1730,0.29,0.018,0.923,0.967653347
1760,0.289,0.018,0.922,0.9664000207
1780,0.29,0.018,0.922,0.9666995397
1810,0.29,0.019,0.922,0.9667186768
1840,0.29,0.019,0.922,0.9667186768
1860,0.29,0.019,0.922,0.9667186768
1890,0.29,0.019,0.922,0.9667186768
1910,0.29,0.019,0.922,0.9667186768
1940,0.29,0.019,0.922,0.9667186768
1970,0.291,0.019,0.922,0.9670191311
1990,0.29,0.019,0.922,0.9667186768
2020,0.29,0.019,0.922,0.9667186768
2050,0.291,0.02,0.921,0.9660859175
2070,0.29,0.02,0.921,0.9657851728
2100,0.29,0.02,0.921,0.9657851728
2120,0.29,0.02,0.921,0.9657851728
2150,0.29,0.02,0.921,0.9657851728
2180,0.291,0.019,0.921,0.9660657328
2200,0.291,0.019,0.921,0.9660657328
2230,0.291,0.019,0.921,0.9660657328
2260,0.291,0.019,0.921,0.9660657328
2280,0.291,0.019,0.921,0.9660657328
2310,0.291,0.019,0.921,0.9660657328
2340,0.291,0.019,0.921,0.9660657328
2360,0.292,0.02,0.921,0.9663876034
2390,0.292,0.02,0.921,0.9663876034
2410,0.292,0.02,0.921,0.9663876034
2440,0.292,0.02,0.922,0.9673406846
2470,0.292,0.02,0.922,0.9673406846
2500,0.292,0.019,0.922,0.967320526
2520,0.292,0.019,0.922,0.967320526
2550,0.292,0.019,0.923,0.9682737216
2570,0.291,0.019,0.923,0.9679726236
2600,0.291,0.019,0.923,0.9679726236
2630,0.291,0.019,0.923,0.9679726236
2650,0.291,0.018,0.923,0.9679535113
2680,0.291,0.018,0.923,0.9679535113
2700,0.291,0.017,0.924,0.9688890545
2730,0.291,0.017,0.924,0.9688890545
2760,0.291,0.017,0.924,0.9688890545
2780,0.292,0.016,0.924,0.9691728432
2810,0.292,0.016,0.924,0.9691728432
2830,0.292,0.016,0.925,0.9701262804
2860,0.293,0.016,0.925,0.9704277407
2890,0.293,0.015,0.924,0.9694586118
2910,0.293,0.015,0.924,0.9694586118
2940,0.293,0.015,0.924,0.9694586118
2970,0.293,0.015,0.924,0.9694586118
2990,0.293,0.015,0.924,0.9694586118
3020,0.293,0.014,0.924,0.9694436549
3040,0.293,0.014,0.923,0.9684905782
3070,0.293,0.013,0.923,0.9684766389
3100,0.293,0.013,0.921,0.9665707424
3120,0.294,0.013,0.92,0.9659218395
3150,0.294,0.013,0.919,0.9649694296
3180,0.294,0.014,0.919,0.9649834195
3200,0.294,0.014,0.918,0.9640311198
3230,0.294,0.014,0.918,0.9640311198
3250,0.294,0.015,0.917,0.9630939726
3280,0.295,0.016,0.917,0.9634157981
3310,0.296,0.017,0.917,0.9637395914
3330,0.297,0.018,0.917,0.9640653505
3360,0.294,0.018,0.918,0.9640975054
3390,0.289,0.017,0.921,0.9654278844
3420,0.287,0.018,0.921,0.964849211
3440,0.285,0.018,0.921,0.96425619
3470,0.284,0.018,0.921,0.9639610988
3490,0.283,0.018,0.92,0.9627112755
3520,0.284,0.018,0.923,0.9658721447
3550,0.285,0.019,0.925,0.9680965861
3570,0.285,0.022,0.927,0.9700711314
3600,0.285,0.024,0.929,0.9720298349
3620,0.285,0.028,0.931,0.9740482534
3650,0.285,0.03,0.933,0.976019467
3680,0.285,0.031,0.934,0.977006653
3700,0.285,0.033,0.936,0.9789841674
3730,0.285,0.032,0.936,0.9789509692
3750,0.285,0.032,0.937,0.9799071385
3780,0.286,0.031,0.936,0.9792103962
3810,0.286,0.03,0.936,0.9791792481
3830,0.287,0.029,0.935,0.9784860755
3860,0.288,0.028,0.935,0.9787507344
3890,0.289,0.027,0.933,0.9771074659
3910,0.29,0.026,0.932,0.9764220399
3940,0.29,0.026,0.932,0.9764220399
3960,0.291,0.026,0.93,0.9748112638
3990,0.293,0.027,0.929,0.974483966
4020,0.293,0.029,0.928,0.9735882086
4040,0.29,0.034,0.928,0.9728514789
4070,0.289,0.034,0.929,0.9735080893
4100,0.289,0.033,0.929,0.9734736771
4120,0.289,0.031,0.928,0.9724535979
4150,0.29,0.029,0.927,0.9717355607
4170,0.29,0.033,0.943,0.9871362621
4200,0.291,0.038,0.953,0.9971629756
4230,0.294,0.044,0.964,1.008795321
4250,0.297,0.05,0.974,1.01950233
4280,0.296,0.051,0.976,1.021172365
4310,0.294,0.053,0.98,1.02452184
4340,0.292,0.055,0.98,1.024055174
4360,0.29,0.058,0.981,1.024609682
4380,0.289,0.06,0.981,1.024442287
4410,0.289,0.063,0.982,1.025579836
4440,0.288,0.066,0.984,1.02740255
4470,0.288,0.068,0.985,1.028490642
4490,0.286,0.072,0.986,1.029162767
4520,0.284,0.075,0.987,1.02978153
4540,0.28,0.077,0.988,1.029792698
4570,0.278,0.078,0.989,1.030285883
4600,0.273,0.08,0.991,1.031023763
4620,0.27,0.083,0.995,1.034318133
4650,0.268,0.086,0.998,1.036930084
4670,0.264,0.089,1.003,1.040973583
4700,0.26,0.091,1.007,1.043997126
4730,0.257,0.091,1.009,1.045184673
4750,0.252,0.09,1.011,1.045813081
4780,0.246,0.088,1.012,1.045181324
4810,0.239,0.084,1.014,1.045166494
4830,0.235,0.081,1.015,1.044993301
4860,0.229,0.076,1.015,1.043284237
4880,0.221,0.073,1.014,1.040368204
4910,0.216,0.071,1.013,1.038203256
4940,0.208,0.068,1.012,1.035389782
4960,0.199,0.066,1.01,1.031531386
4990,0.194,0.066,1.009,1.029598465
5020,0.185,0.066,1.008,1.026959103
5040,0.177,0.067,1.006,1.0236474
5070,0.169,0.068,1.003,1.019408652
5090,0.164,0.071,0.997,1.012889925
5120,0.157,0.074,0.988,1.003129603
5150,0.15,0.08,0.979,0.9936503409
5170,0.145,0.083,0.974,0.9882256827
5200,0.137,0.088,0.967,0.9806130735
5230,0.13,0.092,0.961,0.9741072836
5260,0.125,0.094,0.959,0.971669697
5280,0.118,0.097,0.955,0.96713908
5300,0.11,0.101,0.951,0.9626536241
5330,0.103,0.105,0.948,0.9593424832
5360,0.096,0.108,0.945,0.9559837865
5390,0.088,0.112,0.941,0.9517189711
5410,0.079,0.117,0.938,0.9485641781
5440,0.073,0.12,0.936,0.946480322
5460,0.065,0.121,0.944,0.9539402497
5490,0.057,0.122,0.95,0.959496222
5520,0.051,0.122,0.952,0.961139428
5540,0.042,0.121,0.956,0.9645418602
5570,0.034,0.118,0.958,0.9658384958
5590,0.029,0.116,0.958,0.9654330634
5620,0.02,0.112,0.958,0.9647320872
5650,0.012,0.109,0.959,0.9652491906
5670,0.003,0.105,0.961,0.9667238489
5700,-0.003,0.104,0.963,0.9686041503
5730,-0.011,0.101,0.966,0.971327957
5750,-0.019,0.097,0.97,0.9750230766
5780,-0.024,0.093,0.972,0.976733843
5800,-0.031,0.087,0.974,0.978369051
5830,-0.039,0.08,0.975,0.9790536247
5860,-0.047,0.073,0.974,0.9778619534
5880,-0.052,0.07,0.973,0.9768996878
5910,-0.06,0.063,0.972,0.9758857515
5940,-0.066,0.058,0.971,0.9749671789
5960,-0.071,0.052,0.97,0.9739840861
5990,-0.078,0.044,0.97,0.9741252486
6010,-0.084,0.035,0.969,0.973263582
6040,-0.088,0.029,0.969,0.973419745
6070,-0.093,0.021,0.965,0.9696984067
6090,-0.097,0.015,0.961,0.9659994824
6120,-0.099,0.013,0.955,0.9602057071
6150,-0.101,0.012,0.95,0.9554292229
6180,-0.104,0.01,0.946,0.9517520686
6200,-0.105,0.008,0.944,0.9498552521
6220,-0.105,0.007,0.944,0.9498473562
6250,-0.105,0.004,0.945,0.9508238533
6280,-0.107,-0.001,0.943,0.9490516319
6310,-0.107,-0.004,0.942,0.948065926
6330,-0.107,-0.001,0.943,0.9490516319
6360,-0.108,0.003,0.943,0.9491691103
6380,-0.109,0.01,0.941,0.9473447102
6410,-0.109,0.015,0.94,0.9464174555
6440,-0.109,0.023,0.939,0.9455850041
6460,-0.109,0.032,0.937,0.9438612186
6490,-0.109,0.039,0.936,0.9431320162
6510,-0.109,0.05,0.934,0.9416671386
6540,-0.109,0.062,0.932,0.9403983199
6570,-0.111,0.07,0.93,0.9392129684
6590,-0.114,0.08,0.929,0.9393811793
6620,-0.118,0.089,0.927,0.9387086875
6650,-0.121,0.098,0.926,0.939
6670,-0.123,0.104,0.926,0.9399047824
6700,-0.125,0.11,0.925,0.9398670119
6720,-0.127,0.117,0.924,0.9399968085
6750,-0.129,0.123,0.924,0.9410345371
6780,-0.13,0.132,0.923,0.9414101125
6800,-0.132,0.141,0.922,0.9420132695
6830,-0.133,0.146,0.922,0.9429151606
6860,-0.135,0.153,0.923,0.9452846132
6880,-0.136,0.162,0.921,0.9449767193
6910,-0.138,0.171,0.918,0.9439327307
6930,-0.14,0.177,0.917,0.9443611597
6960,-0.143,0.187,0.916,0.9457663559
6990,-0.147,0.198,0.913,0.9457177169
7010,-0.149,0.206,0.912,0.9467739963
7040,-0.153,0.22,0.911,0.9495946504
7070,-0.157,0.234,0.909,0.9516753648
7100,-0.159,0.244,0.908,0.9535622685
7120,-0.162,0.258,0.906,0.9558472681
7140,-0.165,0.271,0.902,0.9561746702
7170,-0.167,0.285,0.899,0.957765629
7200,-0.167,0.294,0.896,0.9576747882
7230,-0.169,0.308,0.891,0.9577609305
7250,-0.17,0.321,0.886,0.9575682743
7280,-0.171,0.329,0.881,0.955846745
7300,-0.172,0.344,0.873,0.953964884
7330,-0.173,0.359,0.865,0.9523838512
7360,-0.175,0.374,0.856,0.9503878156
7380,-0.177,0.384,0.85,0.9493603109
7410,-0.179,0.4,0.841,0.9483258934
7430,-0.182,0.415,0.831,0.9465252242
7460,-0.185,0.424,0.824,0.9449746028
7490,-0.188,0.438,0.813,0.942420819
7510,-0.19,0.45,0.802,0.9390441949
7540,-0.192,0.459,0.794,0.9370064034
7570,-0.194,0.471,0.783,0.9341124129
7590,-0.198,0.482,0.773,0.9322322672
7620,-0.201,0.494,0.763,0.9309167525
7640,-0.203,0.501,0.756,0.9293793628
7670,-0.206,0.511,0.746,0.9274012077
7700,-0.21,0.521,0.736,0.9258709413
7720,-0.212,0.528,0.729,0.9247534807
7750,-0.216,0.538,0.72,0.9243916919
7780,-0.22,0.548,0.711,0.9242429334
7800,-0.223,0.556,0.705,0.9251432322
7830,-0.227,0.567,0.696,0.9259773215
7850,-0.232,0.58,0.686,0.9278038586
7880,-0.237,0.593,0.676,0.929943009
7910,-0.24,0.601,0.669,0.9307856896
7930,-0.244,0.613,0.659,0.9325159516
7960,-0.247,0.624,0.646,0.9315046967
7990,-0.249,0.631,0.638,0.9312389597
8020,-0.251,0.642,0.624,0.9298069692
8040,-0.254,0.651,0.61,0.9275866536
8070,-0.255,0.658,0.601,0.9269250239
8090,-0.257,0.667,0.588,0.925571175
8120,-0.26,0.677,0.575,0.9255020259
8150,-0.262,0.687,0.563,0.9260572337
8170,-0.264,0.693,0.555,0.9262667003
8200,-0.267,0.703,0.543,0.9275489205
8220,-0.271,0.713,0.531,0.9293928125
8250,-0.273,0.72,0.524,0.9313994846
8280,-0.277,0.731,0.513,0.9350181816
8300,-0.28,0.741,0.502,0.9378086159
8330,-0.282,0.747,0.494,0.9389190593
8350,-0.284,0.756,0.483,0.941
8380,-0.287,0.764,0.472,0.9427878871
8410,-0.289,0.772,0.461,0.9444712807
8430,-0.29,0.777,0.454,0.9454866472
8460,-0.293,0.786,0.443,0.9486274295
8490,-0.296,0.794,0.432,0.9511445737
8510,-0.298,0.8,0.425,0.9536398691
8540,-0.302,0.809,0.415,0.9580761974
8560,-0.305,0.816,0.406,0.9611019717
8590,-0.308,0.823,0.397,0.9642624124
8620,-0.31,0.827,0.39,0.9654682802
8640,-0.312,0.833,0.38,0.9672812414
8670,-0.315,0.839,0.367,0.9684188144
8700,-0.316,0.842,0.359,0.9683496269
8720,-0.319,0.847,0.345,0.9686046665
8750,-0.321,0.852,0.331,0.9687651934
8780,-0.322,0.856,0.322,0.9695896039
8800,-0.323,0.861,0.307,0.9694838833
8830,-0.326,0.867,0.291,0.9708995829
8850,-0.328,0.872,0.276,0.9716707261
8880,-0.329,0.875,0.265,0.9716434531
8910,-0.332,0.879,0.25,0.9722988224
8940,-0.334,0.883,0.237,0.9733519405
8960,-0.335,0.886,0.228,0.9742715227
8990,-0.338,0.89,0.217,0.9764389382
9010,-0.34,0.894,0.204,0.9779836399
9040,-0.341,0.896,0.194,0.9781272923
9070,-0.342,0.899,0.177,0.9780051125
9090,-0.342,0.9,0.159,0.9758304156
9120,-0.342,0.901,0.14,0.973840336
9140,-0.342,0.901,0.127,0.9720565827
9170,-0.341,0.9,0.108,0.9684756063
9200,-0.34,0.9,0.089,0.9661889049
9220,-0.341,0.9,0.076,0.9654309918
9250,-0.342,0.9,0.057,0.9644755051
9270,-0.343,0.899,0.038,0.9629610584
9300,-0.344,0.897,0.02,0.9609084244
9330,-0.345,0.896,0.005,0.9601385317
9350,-0.346,0.893,-0.016,0.9578209645
9380,-0.348,0.889,-0.038,0.9554417826
9410,-0.349,0.886,-0.053,0.9537326669
9430,-0.351,0.882,-0.074,0.9521559746
9460,-0.353,0.878,-0.095,0.9510615122
9480,-0.355,0.875,-0.109,0.9505424767
9510,-0.358,0.87,-0.13,0.9497178528
9540,-0.36,0.866,-0.15,0.949766287
9560,-0.363,0.863,-0.169,0.9513669113
9590,-0.365,0.86,-0.182,0.9518135322
9620,-0.368,0.857,-0.201,0.9540828056
9640,-0.37,0.853,-0.219,0.9552329559
9670,-0.372,0.85,-0.231,0.9561615972
9690,-0.374,0.845,-0.248,0.956767997
9720,-0.376,0.839,-0.264,0.9565526645
9750,-0.378,0.836,-0.275,0.9578126122
9770,-0.38,0.83,-0.291,0.9581132501
9800,-0.383,0.827,-0.307,0.9617000572
9830,-0.386,0.823,-0.321,0.9640363064
9860,-0.388,0.821,-0.33,0.9661702748
9880,-0.39,0.818,-0.343,0.9689545913
9910,-0.392,0.815,-0.355,0.9715523661
9930,-0.393,0.813,-0.363,0.9732353261
9960,-0.395,0.81,-0.376,0.976473758
9990,-0.397,0.806,-0.39,0.9794615868
10010,-0.398,0.803,-0.4,0.9814341547
10040,-0.4,0.798,-0.414,0.9839715443
10060,-0.401,0.792,-0.428,0.9855196599
10090,-0.402,0.785,-0.442,0.9865054485
10120,-0.403,0.78,-0.451,0.9870207698
10140,-0.403,0.773,-0.465,0.9880096153
10170,-0.402,0.766,-0.478,0.9883541875
10190,-0.401,0.761,-0.486,0.987986842
10220,-0.4,0.753,-0.499,0.9879321839
10250,-0.401,0.742,-0.513,0.9871848864
10270,-0.401,0.735,-0.523,0.9871955227
10300,-0.402,0.724,-0.539,0.9880794502
10330,-0.402,0.713,-0.554,0.9883769524
10350,-0.402,0.702,-0.567,0.9878749921
10380,-0.401,0.695,-0.575,0.9871428468
10400,-0.4,0.686,-0.585,0.9863168862
10430,-0.398,0.677,-0.595,0.9852705212
10460,-0.397,0.67,-0.602,0.9843337849
10480,-0.396,0.659,-0.612,0.9826703415
10510,-0.396,0.65,-0.623,0.9835878202
10540,-0.397,0.644,-0.629,0.9838627953
10560,-0.398,0.632,-0.641,0.984230156
10590,-0.399,0.62,-0.653,0.9848908569
10620,-0.401,0.609,-0.664,0.9861936929
10640,-0.402,0.601,-0.671,0.9864309403
10670,-0.403,0.59,-0.682,0.9877413629
10690,-0.405,0.579,-0.692,0.98900455
10720,-0.405,0.573,-0.699,0.990431724
10750,-0.406,0.563,-0.71,0.9929274898
10780,-0.406,0.552,-0.723,0.9961269999
10800,-0.407,0.544,-0.731,0.9979709415
10830,-0.408,0.532,-0.743,1.000768205
10850,-0.408,0.52,-0.754,1.002686392
10880,-0.406,0.506,-0.766,1.003806754
10910,-0.405,0.495,-0.772,1.00251384
10930,-0.402,0.479,-0.782,1.001283676
10960,-0.395,0.459,-0.79,0.9953923849
10980,-0.389,0.446,-0.794,0.9902893517
11010,-0.383,0.428,-0.809,0.9921461586
11040,-0.377,0.417,-0.826,0.9991466359
11060,-0.377,0.406,-0.837,1.003759931
11090,-0.378,0.398,-0.841,1.004275361
11110,-0.382,0.385,-0.839,0.9990345339
11140,-0.386,0.371,-0.832,0.9893740445
11170,-0.388,0.361,-0.833,0.9872963081
11190,-0.391,0.346,-0.835,0.9847954102
11220,-0.394,0.33,-0.829,0.9753855648
11250,-0.396,0.32,-0.825,0.96945397
11270,-0.397,0.307,-0.824,0.9647973881
11300,-0.398,0.295,-0.822,0.9597463206
11320,-0.396,0.284,-0.827,0.9598963486
11350,-0.396,0.276,-0.83,0.9601520713
11380,-0.394,0.266,-0.838,0.9634500506
11400,-0.394,0.256,-0.846,0.9677231009
11430,-0.396,0.25,-0.852,0.972224254
11460,-0.398,0.241,-0.861,0.9786756357
11480,-0.401,0.231,-0.868,0.9836594939
11510,-0.403,0.225,-0.874,0.9883875758
11540,-0.405,0.213,-0.88,0.991863902
11560,-0.406,0.202,-0.885,0.9944169146
11590,-0.407,0.192,-0.889,0.996410558
11610,-0.408,0.185,-0.892,0.9981748344
11640,-0.411,0.174,-0.895,1.000110994
11670,-0.414,0.163,-0.897,1.001286173
11700,-0.416,0.154,-0.897,1.000690262
11720,-0.419,0.142,-0.897,1.000166986
11750,-0.423,0.131,-0.896,0.9994528503
11770,-0.425,0.123,-0.894,0.9974918546
11800,-0.425,0.11,-0.889,0.9914867624
11830,-0.424,0.098,-0.885,0.9862073818
11850,-0.422,0.087,-0.881,0.9807211632
11880,-0.421,0.08,-0.882,0.9805942076
11900,-0.421,0.071,-0.883,0.9808012031
11930,-0.42,0.06,-0.887,0.9832441202
11960,-0.42,0.053,-0.89,0.9855501002
11980,-0.42,0.042,-0.897,0.9913490808
12010,-0.419,0.032,-0.903,0.9959889558
12030,-0.419,0.023,-0.906,0.998461817
12060,-0.418,0.012,-0.911,1.00239164
12090,-0.417,0.002,-0.913,1.003724066
12110,-0.415,-0.008,-0.914,1.003835146
12140,-0.414,-0.014,-0.914,1.003487917
12170,-0.412,-0.024,-0.916,1.004677063
12190,-0.41,-0.035,-0.918,1.006006461
12220,-0.409,-0.042,-0.919,1.006780016
12250,-0.409,-0.053,-0.919,1.007298863
12270,-0.41,-0.064,-0.918,1.00743238
12300,-0.409,-0.072,-0.917,1.006654856
12320,-0.408,-0.082,-0.916,1.006103374
12350,-0.407,-0.094,-0.915,1.005837959
12380,-0.407,-0.101,-0.915,1.006516269
12400,-0.407,-0.114,-0.912,1.005181078
12430,-0.407,-0.126,-0.909,1.003895413
12460,-0.407,-0.139,-0.907,1.003802271
12480,-0.407,-0.147,-0.906,1.004038844
12510,-0.406,-0.161,-0.906,1.005779797
12530,-0.406,-0.175,-0.904,1.006318538
12560,-0.405,-0.184,-0.902,1.005726106
12590,-0.404,-0.198,-0.897,1.003508346
12620,-0.403,-0.209,-0.889,0.998203887
12640,-0.403,-0.222,-0.88,0.9930221548
12670,-0.402,-0.23,-0.874,0.9891309317
12690,-0.401,-0.243,-0.867,0.9856667794
12720,-0.4,-0.257,-0.862,0.984425213
12750,-0.4,-0.267,-0.86,0.9853369982
